-1.126310184996674874e-01,3.665057587138571132e-02,8.200777452101060128e-02,-1.135970867125692813e-02,6.471039684726992598e-03,7.639569565503845361e-02,7.132767265010737934e-02,-5.444473047310480207e-02,1.612739292223107357e-01,1.564309164214172307e-02,-1.144883021085301850e-01,-6.373550238489887609e-02,-1.109240698728135022e-01,-1.541723319405287063e-01,2.385741091272246261e-02
-1.204893689464447137e-01,3.952797130229550315e-02,-6.132579938730318286e-02,3.067182914196752222e-02,-9.235127345749755134e-02,7.324850998318292727e-02,-1.422182725457631081e-01,-7.416771438311424436e-02,-5.078973391503058266e-02,-3.903919537238917381e-02,8.419034585488636979e-02,-1.000746379329208735e-01,-2.126742591348030134e-02,3.676296679037440590e-02,4.478893491178650987e-02
-2.683577797441932811e-02,-9.612372132709279260e-02,3.290291380528493573e-03,1.212921525293841341e-01,-4.210279869453799340e-02,1.776647131442846694e-01,1.334830387070815583e-01,-3.894527268486542432e-02,-2.813606802578153682e-02,9.759445905861445503e-02,-3.783751893824970763e-02,1.738997187549154097e-02,1.138753834954039229e-02,-4.777199458178139208e-02,-6.948626998759159512e-02
-1.166690030662753952e-01,-1.683758969051161181e-01,1.185912866407206993e-02,-1.044927579649191085e-01,-3.865979157022690627e-02,-1.150066648235400536e-02,-3.495036851383789400e-03,7.538849776085454479e-02,1.247908861397334021e-02,-6.307914006557262254e-02,-2.979497399146121064e-02,3.936120170618410963e-02,-1.479683366886158924e-01,9.218683177775460758e-02,-2.141320256803712352e-03
2.480501738771265577e-02,-4.320750036045163667e-02,5.051730295810666349e-02,1.038536559978382456e-01,1.839625215963323901e-02,-1.622646277533955073e-01,-1.309756994751948289e-01,7.555465408874283140e-02,2.248746633604719602e-01,2.205638190866547055e-01,-7.416574098054712350e-02,-7.257732969398364778e-03,-3.024474015592599346e-02,-2.389830142324706266e-02,-4.378650005985107452e-02
-5.406031346598634546e-02,4.426697704322907906e-02,-1.597455069117365012e-01,-9.022058338454772008e-02,7.389649136035260357e-02,3.614621936887602721e-02,-1.116646524389515727e-01,-1.479637559181631035e-01,3.409521911857838622e-02,9.436373046400443887e-02,8.763678082150452853e-02,-1.319822166560961386e-02,-6.245875883165789150e-02,6.588724157517014679e-02,-5.190567894776773605e-02
1.250080425958757270e-02,9.992831893851684272e-03,-5.169987319608881221e-02,-4.581089509565806905e-02,5.963932386221196258e-02,-1.406161447657529318e-01,-3.478535349035370705e-02,8.302793352456200315e-02,-5.642318807026896338e-02,2.192380953940496757e-02,1.130041067978534708e-01,-1.061662650713163236e-02,-1.237649993369103890e-01,-8.450906554378259661e-02,1.050347869982658083e-01
-3.121024535575348674e-02,1.870751875322047494e-02,-5.066237121128978199e-02,-1.109448487111523163e-01,-1.086052224948995254e-01,-1.216654537587761875e-01,-2.317788597893087263e-02,6.421907119436030820e-02,8.201560605644141189e-02,-6.387672884919802507e-02,8.016049829959947040e-03,-5.712580294093366068e-03,1.116084304404117850e-01,-7.889603257411391402e-02,-5.178206463248291591e-02
-8.508906557568510221e-02,7.201719678266453595e-02,-1.440898785236680024e-01,2.080433634154271044e-02,1.885578477231119321e-01,1.142425153255535036e-01,-1.807842461917571197e-01,-3.479630940279853507e-02,-1.119360799271082174e-01,-1.577834412746239928e-03,-6.116406289525429252e-02,-1.887268828836168311e-01,-2.668019461841354412e-01,-7.208285037910698578e-02,-1.375694378991339506e-01
1.763264919297716921e-02,-1.513599353842830786e-01,-1.350926766851448801e-01,7.642383433064882554e-03,-8.719564697114268181e-02,6.276793683574059812e-02,-1.091430413029496754e-01,-1.677405056538467387e-01,-7.075388426657859553e-02,5.138803251833264085e-02,2.144447129786822975e-02,-9.696819489848063078e-02,1.604373993466456094e-01,-5.813569261081435319e-02,-7.450476853831007606e-02
